Station_ID,Timestamp,CO_Channel,NOx_Channel,NO2_Channel,Ambient_Temperature,Relative_Humidity,Absolute_Humidity,CO_Channel_RollingMean,CO_Channel_RollingStd,NOx_Channel_RollingMean,NOx_Channel_RollingStd,NO2_Channel_RollingMean,NO2_Channel_RollingStd,Ambient_Temperature_RollingMean,Ambient_Temperature_RollingStd,Relative_Humidity_RollingMean,Relative_Humidity_RollingStd,Absolute_Humidity_RollingMean,Absolute_Humidity_RollingStd,CO_Channel_Deviation,NOx_Channel_Deviation,NO2_Channel_Deviation,Ambient_Temperature_Deviation,Relative_Humidity_Deviation,Absolute_Humidity_Deviation,CO_Channel_ZScore,CO_Channel_TemporalAnomaly,NOx_Channel_ZScore,NOx_Channel_TemporalAnomaly,NO2_Channel_ZScore,NO2_Channel_TemporalAnomaly,Ambient_Temperature_ZScore,Ambient_Temperature_TemporalAnomaly,Relative_Humidity_ZScore,Relative_Humidity_TemporalAnomaly,Absolute_Humidity_ZScore,Absolute_Humidity_TemporalAnomaly,Temporal_Anomaly_Count,CO_Channel_StatisticalAnomaly,NOx_Channel_StatisticalAnomaly,NO2_Channel_StatisticalAnomaly,Ambient_Temperature_StatisticalAnomaly,Relative_Humidity_StatisticalAnomaly,Absolute_Humidity_StatisticalAnomaly,Statistical_Anomaly_Count,Affected_Sensors,Missing_Sensors,Temporal_Reliability,Statistical_Reliability,Missing_Count,Missing_Ratio,Missingness_Reliability,Relationship_Anomaly_Count,Relationship_Reliability,Trust_Score,Trust_Category,Trust_Reason
STN-01,02-01-2021 00:00,1.5,295.0,111.0,1.0,59.2,0.706,1.4833333333333334,0.5192943930629967,227.8,88.27910284999484,111.33333333333333,15.756480148391816,3.4166666666666665,2.861060409475252,55.01666666666666,3.8363611230782904,0.7455333333333333,0.053423540379374745,0.016666666666666607,67.19999999999999,0.3333333333333286,2.4166666666666665,4.183333333333344,0.03953333333333331,0.03209483269857824,0,0.7612220540368112,0,-0.02115531706282448,0,-0.8446751626296167,0,1.090443052445658,0,-0.7399983799762542,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 01:00,1.3,190.0,110.0,1.0,58.8,0.676,1.383333333333333,0.4792355023020165,218.0,89.4371287553439,108.83333333333333,14.274686219551914,2.2833333333333337,1.9924022351590325,56.583333333333336,2.8854231347700963,0.7238333333333333,0.05019855243596866,0.08333333333333304,28.0,1.1666666666666714,1.2833333333333337,2.2166666666666615,0.04783333333333328,-0.17388806324456316,0,-0.31306908427924,0,0.08172975915006091,0,-0.6441135784165082,0,0.7682293248277017,0,-0.9528827229499823,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 02:00,1.2,197.0,117.0,1.4,112.0389668,0.6673,1.3,0.45607017003965433,214.5,80.45309192318199,111.0,14.380542409797993,1.6500000000000001,1.393915348936243,66.20649446666665,22.610221689417006,0.70345,0.042372998477804714,0.10000000000000009,17.5,6.0,0.2500000000000002,45.83247233333334,0.036150000000000015,-0.2192645048267579,0,-0.21751805408186556,0,0.4172304374216079,0,-0.17935091983224521,0,2.0270686843723342,0,-0.8531376418625566,0,0,0,0,0,0,1,0,1,Relative_Humidity,None,1.0,0.8333333333333334,0,0.0,1.0,0,1.0,96.66666666666667,Highly Reliable,Statistical outlier
STN-01,02-01-2021 03:00,0.9,161.0,126.0,0.3,55.7,0.6207,1.25,0.48476798574163205,216.83333333333334,78.27749783090053,116.0,13.296616110875686,1.0,0.7071067811865857,66.77316113333333,22.231418286663207,0.682,0.04680363233767283,0.35,55.83333333333334,10.0,0.7,11.073161133333329,0.06130000000000002,-0.7219948723811566,0,-0.7132743748905677,0,0.752071046995236,0,-0.9899494936611131,0,-0.49808613155266845,0,-1.3097274065769224,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 04:00,0.3,154.0,99.0,-0.4,55.2,0.5673,1.2,0.5727128425310534,221.0,73.16556567129084,116.33333333333333,12.73839340995031,0.5833333333333334,0.6645800679126063,66.13982779999999,22.549009526493986,0.6499833333333332,0.04892408064201863,0.8999999999999999,67.0,17.33333333333333,0.9833333333333334,10.939827799999989,0.08268333333333322,-1.571468165481553,0,-0.9157313195801599,0,-1.360715812073584,0,-1.479631094597685,0,-0.4851577976028714,0,-1.6900334609930376,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 05:00,0.0,151.0,85.0,0.5,54.9,0.5951,0.8666666666666666,0.5955389715767265,191.33333333333334,54.2610971752934,108.0,14.338758663147884,0.6333333333333333,0.6408327915039335,65.97316113333333,22.643330771169314,0.6387333333333333,0.053031034938672936,0.8666666666666666,40.33333333333334,23.0,0.1333333333333333,11.073161133333336,0.0436333333333333,-1.4552644042288494,0,-0.7433195315427246,0,-1.6040440138735592,0,-0.20806259464410523,0,-0.48902527835844145,0,-0.8227886441174025,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 06:00,1.9,309.0,111.0,0.0,65.2,0.717,0.9333333333333332,0.694742158406027,193.66666666666666,59.64450240103134,108.0,14.338758663147884,0.4666666666666666,0.6562519841240295,66.97316113333333,22.415727552158174,0.6405666666666666,0.05593237583606429,0.9666666666666667,115.33333333333334,3.0,0.4666666666666666,1.773161133333332,0.07643333333333335,1.3914034940452242,0,1.9336791940666616,0,0.20922313224437727,0,-0.7111089611250122,0,-0.07910343883362433,0,1.366531140342699,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 07:00,3.5,469.0,140.0,0.9,66.3,0.7656,1.3,1.26964561984831,240.16666666666666,126.97151911616494,113.0,19.48332620473205,0.45,0.6410928169930302,68.22316113333333,22.075333707388957,0.6555,0.07573894638823586,2.2,228.83333333333334,27.0,0.45,1.9231611333333376,0.11009999999999998,1.7327669749790842,0,1.8022414390740342,0,1.3858003359530222,0,0.7019264419630711,0,-0.08711810017574619,0,1.4536774704473738,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 08:00,4.1,541.0,149.0,1.7,67.7,0.7781,1.7833333333333332,1.7022534084755612,297.5,172.929754524778,118.33333333333333,24.52481736255472,0.5,0.7348469228349932,60.833333333333336,6.154564701639472,0.6739666666666667,0.0911343550296304,2.3166666666666664,243.5,30.66666666666667,1.2,6.866666666666667,0.1041333333333333,1.3609411237668414,0,1.4080861947046277,0,1.2504340486339165,0,1.6329931618553637,0,1.1157030593629966,0,1.142635324510461,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 09:00,4.5,544.0,153.0,2.4,69.2,0.8069,2.3833333333333333,1.9456789731779152,361.3333333333333,182.86898771160367,122.83333333333333,28.386029427636856,0.85,1.0521406750050373,63.083333333333336,6.366605584349199,0.705,0.10058119108461593,2.1166666666666667,182.66666666666669,30.16666666666667,1.5499999999999998,6.116666666666667,0.10189999999999999,1.087880732559634,0,0.9988936284524303,0,1.0627293522529844,0,1.4731870336564823,0,0.960742201731964,0,1.0131118840527011,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 10:00,4.3,526.0,157.0,5.0,66.2,0.8174,3.0500000000000003,1.7660690813215665,423.3333333333333,160.16824487602608,132.5,28.521921393903302,1.75,1.8074844397670615,64.91666666666667,5.100359464456037,0.7466833333333334,0.08225612236585582,1.2499999999999996,102.66666666666669,24.5,3.25,1.2833333333333314,0.07071666666666665,0.7077865827675396,0,0.6409926433678103,0,0.858988413215282,0,1.7980791029209866,0,0.25161625220276534,0,0.8597131086745812,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 11:00,2.8,353.0,128.0,6.6,60.2,0.7579,3.516666666666667,1.0048217088950004,457.0,102.22524150130431,139.66666666666666,17.454703282114696,2.766666666666666,2.533508765855509,65.8,3.075711299845864,0.7738166666666667,0.03622526282398256,0.7166666666666672,104.0,11.666666666666657,3.8333333333333335,5.599999999999994,0.01591666666666669,-0.7132276903678599,0,-1.017361255132599,0,-0.6683967339978294,0,1.513053116293009,0,-1.8207170485346371,0,-0.43938029501691367,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 12:00,2.1,196.0,109.0,7.4,59.6,0.7734,3.5499999999999994,0.9418067742376897,438.1666666666667,138.80838111103614,139.33333333333334,18.11813088225895,4.0,2.7121946832777377,64.86666666666667,4.003831498285896,0.7832166666666667,0.02367795740064166,1.4499999999999993,242.16666666666669,30.333333333333343,3.4000000000000004,5.266666666666673,0.009816666666666696,-1.5395939375926104,0,-1.7446112743938118,0,-1.674197715562115,0,1.2535973250603962,0,-1.3154066720643505,0,-0.41459094213931935,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 13:00,1.0,14.0,75.0,7.4,54.9,0.7034,3.133333333333333,1.4066508687896468,362.3333333333333,219.4544751575293,128.5,31.860634017545834,5.083333333333333,2.517472277238954,62.96666666666667,5.581636558095344,0.77285,0.04054324851316117,2.133333333333333,348.3333333333333,53.5,2.3166666666666673,8.06666666666667,0.06945000000000001,-1.516604710285332,0,-1.5872692187447621,0,-1.6791881784441967,0,0.9202352246784139,0,-1.4452153204004576,0,-1.7129855782882104,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 14:00,1.3,45.0,87.0,8.1,52.0,0.6649,2.6666666666666665,1.4841383583300676,279.6666666666667,231.765973919095,118.16666666666667,33.87280128165761,6.1499999999999995,2.1220273325289685,60.35,6.5200460121075805,0.7539833333333333,0.05951253369389203,1.3666666666666665,234.66666666666669,31.16666666666667,1.9500000000000002,8.350000000000001,0.08908333333333329,-0.9208485576805799,0,-1.012515610891978,0,-0.9201089218311469,0,0.9189325557254009,0,-1.2806658088753111,0,-1.4968835605545092,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
STN-01,02-01-2021 15:00,0.6,6.0,83.0,9.1,44.3,0.6149,2.0166666666666666,1.370279776785262,190.0,212.30073009766107,106.5,31.443600302764292,7.266666666666667,1.3909229549715052,56.199999999999996,7.596051605933194,0.7219833333333333,0.07497827463116688,1.4166666666666665,184.0,23.5,1.833333333333333,11.899999999999999,0.10708333333333331,-1.0338521305409836,0,-0.866695088214523,0,-0.7473698868362111,0,1.3180696506449499,0,-1.5666033641352615,0,-1.4281914842679113,0,0,0,0,0,0,0,0,0,None,None,1.0,1.0,0,0.0,1.0,0,1.0,99.99999999999999,Highly Reliable,No significant anomaly
