Station_ID,Timestamp,CO_Channel,NOx_Channel,NO2_Channel,Ambient_Temperature,Relative_Humidity,Absolute_Humidity
STN-01,02-01-2021 05:00,0,151,85,0.5,54.9,0.5951
STN-01,02-01-2021 06:00,1.9,309,111,0,65.2,0.717
STN-01,02-01-2021 07:00,3.5,469,140,0.9,66.3,0.7656
STN-01,02-01-2021 08:00,4.1,541,149,1.7,67.7,0.7781
STN-01,02-01-2021 09:00,4.5,544,153,2.4,69.2,0.8069
STN-01,02-01-2021 10:00,4.3,526,157,5,66.2,0.8174
STN-01,02-01-2021 11:00,2.8,353,128,6.6,60.2,0.7579
STN-01,02-01-2021 12:00,2.1,196,109,7.4,59.6,0.7734
STN-01,02-01-2021 13:00,1,14,75,7.4,54.9,0.7034
STN-01,02-01-2021 14:00,1.3,45,87,8.1,52,0.6649
STN-01,02-01-2021 15:00,0.6,6,83,9.1,44.3,0.6149
STN-01,02-01-2021 16:00,1.6,134,120,9.1,41.2,0.5828
STN-01,02-01-2021 17:00,2.2,216,149,8.2,39.3,0.5195
STN-01,02-01-2021 18:00,2.6,241,165,,36.1,
STN-01,02-01-2021 19:00,2.6,,176,4.4,37.3,0.4248
STN-01,02-01-2021 20:00,2.3,349,159,2.9,40.3,0.4332
STN-01,02-01-2021 21:00,1.4,289,145,2.7,41.2,0.3847
STN-01,02-01-2021 22:00,0,95,117,1.9,48.4,0.4621
STN-01,02-01-2021 23:00,0.2,103,119,-0.2,54.9,0.4603
STN-01,03-01-2021 00:00,0.1,79,95,0.3,55.9,0.4832
STN-01,03-01-2021 01:00,0,43,97,-0.6,58.8,0.4344
STN-01,03-01-2021 02:00,0,10,92,-1.1,65.8,0.4825
STN-01,03-01-2021 03:00,0.2,30,92,-1.3,68.8,0.5275
STN-01,03-01-2021 04:00,0,1,62,-0.6,69.2,0.558
STN-01,03-01-2021 05:00,0.7,81,86,-1.4,69.7,0.5264
STN-01,03-01-2021 06:00,0.4,56,74,-0.4,68.1,0.539
STN-01,03-01-2021 07:00,1.7,213,110,0.9,59.1,0.469
STN-01,03-01-2021 08:00,1.4,124,97,1.7,53.7,0.4496
STN-01,03-01-2021 09:00,1.3,123,89,3.5,48.5,0.4679
STN-01,03-01-2021 10:00,1.9,238,138,6.2,40.5,0.4698
STN-01,03-01-2021 11:00,2.4,276,135,7.6,35.4,0.4575
STN-01,03-01-2021 12:00,2.8,275,127,9.6,34.1,0.4988
STN-01,03-01-2021 13:00,3,243,127,11.2,31.9,0.5065
STN-01,03-01-2021 14:00,2.6,169,104,10.5,28.2,0.4418
STN-01,03-01-2021 15:00,2.6,173,100,11.4,30.9,0.4891
STN-01,03-01-2021 16:00,3.3,330,120,11.4,35.1,0.5406
STN-01,03-01-2021 17:00,3.9,505,160,11.2,33.9,0.5722
STN-01,03-01-2021 18:00,4.7,505,148,9,43.1,0.6443
STN-01,03-01-2021 19:00,5.3,512,152,9.7,47.4,0.7176
STN-01,03-01-2021 20:00,4.6,484,139,9.2,47.5,0.6901
STN-01,03-01-2021 21:00,3.2,321,118,6.4,48.3,0.6259
STN-01,03-01-2021 22:00,2,190,108,5.6,51.5,0.6154
STN-01,03-01-2021 23:00,2.4,286,127,4.2,60,0.6379
STN-01,04-01-2021 00:00,,321,120,3.6,65.2,0.6167
STN-01,04-01-2021 01:00,2.4,291,119,1.9,71.7,0.6559
STN-01,04-01-2021 02:00,1.7,252,106,2.3,75.1,0.6955
STN-01,04-01-2021 03:00,5.422903302,294,141,2.8,76.9,0.6981
STN-01,04-01-2021 04:00,0.9,208,98,3.3,70.5,0.6704
STN-01,04-01-2021 05:00,1.5,251,100,3.8,75.7,0.758
STN-01,04-01-2021 06:00,1.9,,95,3.9,73.2,0.7425
STN-01,04-01-2021 07:00,2.4,414,116,4.5,65.1,0.691
STN-01,04-01-2021 08:00,2.8,489,145,6.6,60.6,0.6918
STN-01,04-01-2021 09:00,2.5,407,146,8.4,55.1,0.6917
STN-01,04-01-2021 10:00,2.4,521,163,11,50.7,0.7289
STN-01,04-01-2021 11:00,2.6,591,168,13.2,41.5,0.6629
STN-01,04-01-2021 12:00,2.1,492,155,15.4,38.3,0.7017
STN-01,04-01-2021 13:00,2.3,525,163,15.3,37.8,0.6807
STN-01,04-01-2021 14:00,1.6,435,125,15.7,39.3,0.668
STN-01,04-01-2021 15:00,0.8,305,112,16.1,34.8,0.6153
STN-01,04-01-2021 16:00,1.1,911.9537755,,16.2,33.8,
STN-01,04-01-2021 17:00,1.4,292,110,16,36.4,0.6753
STN-01,04-01-2021 18:00,2.6,378,145,13.9,42,0.7015
STN-01,04-01-2021 19:00,3.4,400,141,13.2,38.8,0.6631
STN-01,04-01-2021 20:00,4.3,493,172,10.8,49.4,0.7251
STN-01,04-01-2021 21:00,3.7,520,177,9.1,56,0.7263
STN-01,04-01-2021 22:00,2,293,126,8.3,55.5,0.7217
STN-01,04-01-2021 23:00,2.3,310,128,7.2,56.4,0.7165
STN-01,05-01-2021 00:00,2.3,374,150,6.6,53.7,0.6438
STN-01,05-01-2021 01:00,2.2,417,147,5.7,52.3,0.5558
STN-01,05-01-2021 02:00,1.6,323,133,5.5,51.7,0.5131
STN-01,05-01-2021 03:00,1.3,277,128,6.1,54.6,0.5771
STN-01,05-01-2021 04:00,1.5,286,107,6.1,55.9,0.5719
STN-01,05-01-2021 05:00,1.6,303,108,6.4,57.1,0.5963
STN-01,05-01-2021 06:00,2.1,425,140,5.9,53.4,0.5476
STN-01,05-01-2021 07:00,3,590,177,7.3,53.1,0.5878
STN-01,05-01-2021 08:00,3.6,651,189,7.2,47.4,0.539
STN-01,05-01-2021 09:00,3.7,610,190,9,43.6,0.5682
STN-01,05-01-2021 10:00,3.8,593,192,10.8,,
STN-01,05-01-2021 11:00,3.2,,172,12.5,35.1,0.5273
STN-01,05-01-2021 12:00,3.9,535,173,12.7,33,0.4724
STN-01,05-01-2021 13:00,4.4,516,154,13.6,30,0.4738
STN-01,05-01-2021 14:00,3.6,480,152,13.9,30.2,0.4781
STN-01,05-01-2021 15:00,3.5,506,155,12.4,34.1,0.438
STN-01,05-01-2021 16:00,3.1,475,153,12.2,33.2,0.4367
STN-01,05-01-2021 17:00,4.2,512,160,12.5,35.6,0.5043
STN-01,05-01-2021 18:00,5.2,609,190,11.3,36.6,0.5048
STN-01,05-01-2021 19:00,5.2,671,198,9,44.1,0.524
STN-01,05-01-2021 20:00,4.7,634,196,6.9,50.5,0.5156
STN-01,05-01-2021 21:00,3.4,570,205,5.5,48.3,0.4519
STN-01,05-01-2021 22:00,3,567,206,5.3,49.9,0.4625
STN-01,05-01-2021 23:00,2.9,555,212,5,52.2,0.4968
STN-01,06-01-2021 00:00,2.6,575,214,4.9,58.7,0.5747
STN-01,06-01-2021 01:00,2.4,512,174,4.2,55.8,0.5214
STN-01,06-01-2021 02:00,1.2,298,122,3.4,54.9,0.4904
STN-01,06-01-2021 03:00,0.3,261,115,3.6,57.5,0.5196
STN-01,06-01-2021 04:00,1.2,320,112,3.4,56.8,0.4965
STN-01,06-01-2021 05:00,1.5,313,106,3.6,58,0.5205
STN-01,06-01-2021 06:00,,232,95,4.1,63.3,0.5905
STN-01,06-01-2021 07:00,1.7,294,119,5.7,60.6,0.636
STN-01,06-01-2021 08:00,,443,158,6.8,59.4,0.6598
STN-01,06-01-2021 09:00,3.4,460,158,7.7,57.1,0.6846
STN-01,06-01-2021 10:00,2.6,467,161,9.2,49.7,0.6174
STN-01,06-01-2021 11:00,1.7,385,132,12.7,43,0.6488
STN-01,06-01-2021 12:00,2.9,457,165,16.4,39.8,0.7407
STN-01,06-01-2021 13:00,2.6,463,161,17.8,,0.7788
STN-01,06-01-2021 14:00,1.2,360,139,16.6,41.7,0.732
STN-01,06-01-2021 15:00,1,280,127,16.6,40.7,0.7225
STN-01,06-01-2021 16:00,1.8,339,130,15.3,47.3,2.050943356
STN-01,06-01-2021 17:00,2.5,389,154,14.5,54.4,0.8273
STN-01,06-01-2021 18:00,3.2,433,158,,57.4,0.7984
STN-01,06-01-2021 19:00,2.5,349,144,,58.2,0.8124
STN-01,06-01-2021 20:00,2.1,292,143,8.7,55.6,0.7443
STN-01,06-01-2021 21:00,0.5,185,105,6.4,63.7,0.76
STN-01,06-01-2021 22:00,0.05,1,10.23069561,8.3,61.6,0.7709
STN-01,06-01-2021 23:00,0.05,1,1,7.4,62,0.7476
STN-01,07-01-2021 00:00,0.05,1,1,6.2,65.5,0.7171
STN-01,07-01-2021 01:00,0.05,1,1,5.7,67,0.728
STN-01,07-01-2021 02:00,0.05,1,1,4.8,65.3,0.6636
STN-01,07-01-2021 03:00,0,161,83,4.6,66.9,0.6894
STN-01,07-01-2021 04:00,0,200,89,3.4,62.8,0.6059
STN-01,07-01-2021 05:00,0.3,349,108,2.5,64.1,0.5633
STN-01,07-01-2021 06:00,0.4,360,97,1.8,66.9,0.6073
STN-01,07-01-2021 07:00,2.4,,136,2.4,67.5,0.618
STN-01,07-01-2021 08:00,3.6,705,167,4.4,65.1,0.6779
STN-01,07-01-2021 09:00,4.1,800,200,7.5,56.5,0.6575
STN-01,07-01-2021 10:00,3.3,770,206,11.1,49.3,0.6538
STN-01,07-01-2021 11:00,3.1,747,213,13.9,42.6,0.6339
STN-01,07-01-2021 12:00,2.2,557,179,15.7,31.7,0.5528
STN-01,07-01-2021 13:00,1.5,476,162,17.4,27.1,0.5526
STN-01,07-01-2021 14:00,1.6,422,155,16.9,26.7,0.4907
STN-01,07-01-2021 15:00,2.2,418,150,16.8,32.7,0.529
STN-01,07-01-2021 16:00,2.7,428,136,16.5,34.3,0.5288
STN-01,07-01-2021 17:00,2.7,429,139,15.7,33.2,0.4793
STN-01,07-01-2021 18:00,2.7,391,150,14.5,30.3,0.4743
STN-01,07-01-2021 19:00,3.4,370,140,13.1,35.9,0.4936
STN-01,07-01-2021 20:00,3.7,416,135,12.6,39.8,0.5016
STN-01,07-01-2021 21:00,2.5,305,110,,47.6,0.5098
STN-01,07-01-2021 22:00,1.2,139,97,10.8,46.7,0.5308
STN-01,07-01-2021 23:00,1.3,186,114,8.9,48.8,0.4813
STN-01,08-01-2021 00:00,0.3,73,101,9.6,47.3,0.4743
STN-01,08-01-2021 01:00,0,12,76,9.3,49,0.5199
STN-01,08-01-2021 02:00,0,1,49,8.5,51.7,0.5016
STN-01,08-01-2021 03:00,0.1,129,85,7.5,57.8,0.5558
STN-01,08-01-2021 04:00,0,61,54,6.3,61.5,0.5654
STN-01,08-01-2021 05:00,0,133,68,3,61.6,0.4826
STN-01,08-01-2021 06:00,0,163,71,3,64.3,0.5366
STN-01,08-01-2021 07:00,0.1,105,81,3.6,64.2,0.5295
STN-01,08-01-2021 08:00,1.8,311,150,4.1,61.5,0.5002
STN-01,08-01-2021 09:00,2.6,336,133,5.6,60.4,0.5401
STN-01,08-01-2021 10:00,2.5,368,152,8.2,59.3,
STN-01,08-01-2021 11:00,2.6,401,160,9.3,55.1,0.5759
STN-01,08-01-2021 12:00,2.6,360,153,11.3,48.4,0.5481
STN-01,08-01-2021 13:00,2.4,312,132,13,44.8,0.5835
STN-01,08-01-2021 14:00,1,194,95,13.1,43.1,0.5588
STN-01,08-01-2021 15:00,1.1,195,92,12.4,45.5,0.5313
STN-01,08-01-2021 16:00,0.9,203,84,12.7,47,0.5602
STN-01,08-01-2021 17:00,1.6,249,94,12.2,51.5,0.6078
STN-01,08-01-2021 18:00,2.4,373,111,11.7,55.3,0.6379
STN-01,08-01-2021 19:00,3.1,436,119,12,60.4,0.7318
STN-01,08-01-2021 20:00,3.2,462,126,10.2,70.8,0.8102
STN-01,08-01-2021 21:00,2.4,340,90,8.8,72.8,0.8355
STN-01,08-01-2021 22:00,3,380,85,9.1,71.7,0.8407
STN-01,08-01-2021 23:00,3.2,432,102,8.4,73.1,0.8515
STN-01,09-01-2021 00:00,3.4,566,137,6.7,75.7,0.8296
STN-01,09-01-2021 01:00,1.9,432,101,7,76.1,0.8773
STN-01,09-01-2021 02:00,,419,85,7.4,73.4,0.8562
STN-01,09-01-2021 03:00,1.7,421,103,6.3,75.9,0.8401
STN-01,09-01-2021 04:00,1.3,,62,5.7,74.7,0.8023
STN-01,09-01-2021 05:00,0.7,322,53,4.8,80.2,0.8669
STN-01,09-01-2021 06:00,0.8,408,66,4.2,79.5,0.8408
STN-01,09-01-2021 07:00,1.6,501,83,4.7,84.2,0.8889
STN-01,09-01-2021 08:00,2.2,622,115,5.4,86.1,0.951
STN-01,09-01-2021 09:00,2.1,578,125,7.1,81.4,0.9671
STN-01,09-01-2021 10:00,1.3,536,133,9,76.2,1.0017
STN-01,09-01-2021 11:00,1.2,522,129,11.7,71.8,1.0294
STN-01,09-01-2021 12:00,0.8,354,115,14.2,67.8,1.0991
STN-01,09-01-2021 13:00,1.6,387,130,13.7,68,1.0585
STN-01,09-01-2021 14:00,1.6,404,123,13.5,69.6,1.0719
STN-01,09-01-2021 15:00,1.9,414,145,12.3,67.4,0.9994
STN-01,09-01-2021 16:00,,316,149,13.3,59.6,0.9741
STN-01,09-01-2021 17:00,2.4,416,175,12.3,63,0.9819
STN-01,09-01-2021 18:00,3,459,182,9.9,65.1,1.023
STN-01,09-01-2021 19:00,3.7,495,191,8.9,,0.99
STN-01,09-01-2021 20:00,3.5,499,188,7.9,60.7,0.9368
STN-01,09-01-2021 21:00,2.2,456,144,6.4,65,0.9074
STN-01,09-01-2021 22:00,1.5,399,122,7.9,65.1,0.969
STN-01,09-01-2021 23:00,2.9,,150,6.4,67.1,0.9381
STN-01,10-01-2021 00:00,1.9,419,148,4,71.3,0.8685
STN-01,10-01-2021 01:00,1,295,127,3.4,74.8,0.8716
STN-01,10-01-2021 02:00,1,284,109,2.8,73.4,0.8021
STN-01,10-01-2021 03:00,1.4,364,125,2.9,81,0.8592
STN-01,10-01-2021 04:00,1.4,313,103,3.3,81.3,0.9065
STN-01,10-01-2021 05:00,1,285,99,2.2,79,0.8547
STN-01,10-01-2021 06:00,0.6,268,102,1.5,77.9,0.8249
STN-01,10-01-2021 07:00,1.8,352,125,1.9,77.1,0.8167
STN-01,10-01-2021 08:00,1.7,375,126,2.2,70.1,0.7404
STN-01,10-01-2021 09:00,2.4,431,133,3.6,68.3,0.7611
STN-01,10-01-2021 10:00,2.2,398,146,5.9,58.9,0.7237
STN-01,10-01-2021 11:00,2.2,378,145,8.4,55.8,0.7353
STN-01,10-01-2021 12:00,2,358,154,8.4,55,0.6911
STN-01,10-01-2021 13:00,,271,144,8.8,51.3,0.6239
STN-01,10-01-2021 14:00,1.8,288,135,,47.7,0.6193
STN-01,10-01-2021 15:00,1.3,324,145,10.1,44.1,0.565
STN-01,10-01-2021 16:00,1,331,168,,43.2,
STN-01,10-01-2021 17:00,3.2,487,210,10.2,47.3,0.6058
STN-01,10-01-2021 18:00,4.4,629,219,7.2,54.2,0.5675
STN-01,10-01-2021 19:00,3.8,501,178,5.9,56,0.5656
STN-01,10-01-2021 20:00,2.7,427,161,5.4,52.2,0.4831
STN-01,10-01-2021 21:00,1.6,310,131,4.5,,0.5182
STN-01,10-01-2021 22:00,,237,116,2.9,59.5,0.4891
STN-01,10-01-2021 23:00,1.3,237,113,2.9,66.2,
STN-01,11-01-2021 00:00,1.1,196,99,2.8,63.9,0.5637
STN-01,11-01-2021 01:00,0.9,176,85,1.1,68.4,0.5576
STN-01,11-01-2021 02:00,1.2,206,82,0.5,68,0.5241
STN-01,11-01-2021 03:00,1,181,87,1.4,70.4,0.5769
STN-01,11-01-2021 04:00,0.7,222,88,2.2,68.1,0.5606
STN-01,11-01-2021 05:00,1.9,405,119,1.4,70,0.5593
STN-01,11-01-2021 06:00,1.8,409,125,2.1,75.5,0.6269
STN-01,11-01-2021 07:00,1.8,419,128,0.2,75.3,0.5717
STN-01,11-01-2021 08:00,2.1,521,149,1.3,66.9,0.5213
STN-01,11-01-2021 09:00,1.8,424,150,3.9,,0.5112
STN-01,11-01-2021 10:00,1.6,463,176,6.2,47.3,0.3922
STN-01,11-01-2021 11:00,2.1,477,199,9.5,38.1,0.3666
STN-01,11-01-2021 12:00,1.1,333,155,10.2,36.6,0.3567
STN-01,11-01-2021 13:00,1.8,331,164,10.5,38.2,0.3081
STN-01,11-01-2021 14:00,1.2,294,156,10.9,39.2,0.3422
STN-01,11-01-2021 15:00,1.3,281,151,13.5,38.8,0.4358
STN-01,11-01-2021 16:00,2.1,338,144,14.8,39.1,0.5177
STN-01,11-01-2021 17:00,2.4,332,149,14.5,37.9,0.4954
STN-01,11-01-2021 18:00,3.7,434,146,13.4,48.3,0.604
STN-01,11-01-2021 19:00,3.6,470,142,11.1,49.3,0.5626
STN-01,11-01-2021 20:00,3.7,519,154,9.9,55.6,0.6
STN-01,11-01-2021 21:00,2.7,418,130,9,58.2,0.622
STN-01,11-01-2021 22:00,2.6,346,124,7.7,62.3,0.6021
STN-01,11-01-2021 23:00,3.1,449,124,6.3,72.8,0.6886
STN-01,12-01-2021 00:00,3.5,473,128,6.2,76.4,0.7767
STN-01,12-01-2021 01:00,1.7,322,88,5.1,78.9,0.7576
STN-01,12-01-2021 02:00,2.6,384,,4.7,83.7,0.813
STN-01,12-01-2021 03:00,2.2,359,93,3.7,88,
STN-01,12-01-2021 04:00,1.9,336,81,2.4,97.2,0.9004
STN-01,12-01-2021 05:00,1.7,364,101,2.2,98.6,0.918
STN-01,12-01-2021 06:00,2,493,115,1.6,94,0.8272
STN-01,12-01-2021 07:00,3.3,600,153,1.1,91.9,0.8227
STN-01,12-01-2021 08:00,3.4,580,146,0.8,88.3,0.7791
STN-01,12-01-2021 09:00,3.4,606,155,3.6,77.6,0.7464
STN-01,12-01-2021 10:00,2.5,542,155,6,71.7,0.7637
STN-01,12-01-2021 11:00,1.3,389,140,8.9,66.3,0.7594
STN-01,12-01-2021 12:00,2.9,491,145,10.6,61,0.7277
STN-01,12-01-2021 13:00,4.1,,159,10.9,58.6,0.6787
STN-01,12-01-2021 14:00,3.8,576,143,11.8,69.5,0.7989
STN-01,12-01-2021 15:00,3,460,116,11.8,68.5,0.8215
STN-01,12-01-2021 16:00,2.9,433,132,,63,0.7671
STN-01,12-01-2021 17:00,3.7,559,153,13.2,66.1,0.7629
STN-01,12-01-2021 18:00,4.4,575,166,14.5,65.2,0.8443
STN-01,12-01-2021 19:00,5.6,658,197,14,64.7,0.8743
STN-01,12-01-2021 20:00,4.6,610,179,13.6,63.2,0.8494
STN-01,12-01-2021 21:00,2.6,470,139,13.1,60.6,0.838
STN-01,12-01-2021 22:00,1.1,349,130,10,62.6,0.7385
STN-01,12-01-2021 23:00,1.2,280,123,7.7,64.5,0.7116
STN-01,13-01-2021 00:00,2.6,374,145,7.5,66.4,0.7079
STN-01,13-01-2021 01:00,1.4,287,137,6.4,66,0.6404
STN-01,13-01-2021 02:00,1.2,250,125,-17.90142222,69,0.6039
STN-01,13-01-2021 03:00,0.9,302,135,3.5,72.6,0.5701
STN-01,13-01-2021 04:00,0.6,238,108,3.9,67.7,0.5055
STN-01,13-01-2021 05:00,0.9,360,115,4.8,66.5,0.5231
STN-01,13-01-2021 06:00,0.1,289,102,4.5,62.4,0.4663
STN-01,13-01-2021 07:00,1,421,135,3.3,56,0.3472
STN-01,13-01-2021 08:00,2,520,163,4.8,53.3,0.3544
STN-01,13-01-2021 09:00,2,537,167,7.5,51.3,0.4708
STN-01,13-01-2021 10:00,0.8,470,160,9.5,41.1,0.3821
STN-01,13-01-2021 11:00,0.7,464,155,12.1,32.1,0.3355
STN-01,13-01-2021 12:00,,409,157,13.9,28.2,0.3191
STN-01,13-01-2021 13:00,1.1,407,160,12.7,30.8,0.2509
STN-01,13-01-2021 14:00,0.7,321,137,14.1,25.3,0.2156
STN-01,13-01-2021 15:00,1.2,434,164,14.3,31.2,0.2709
STN-01,13-01-2021 16:00,2.1,509,174,16.2,33.1,0.3151
STN-01,13-01-2021 17:00,,525,175,15.7,34.1,0.3374
STN-01,13-01-2021 18:00,3.9,536,174,13,40.2,0.3548
STN-01,13-01-2021 19:00,5,633,195,12.1,43.2,0.3636
STN-01,13-01-2021 20:00,4.4,504,168,10.6,43.9,0.3403
STN-01,13-01-2021 21:00,1.8,256,121,9.9,45.7,0.3853
STN-01,13-01-2021 22:00,1,176,87,9.2,48.8,0.3905
STN-01,13-01-2021 23:00,1.2,135,66,8.1,53.6,0.3908
STN-01,14-01-2021 00:00,2.3,308,87,7.1,60.4,0.4004
STN-01,14-01-2021 01:00,,322,85,6.2,67.2,0.4651
STN-01,14-01-2021 02:00,2.3,318,97,5.2,70.2,0.4783
STN-01,14-01-2021 03:00,0.9,194,91,2.9,78.2,0.4756
STN-01,14-01-2021 04:00,1.2,175,63,3.3,82.3,0.5463
STN-01,14-01-2021 05:00,1.4,120,79,2.6,88,0.6129
STN-01,14-01-2021 06:00,2.2,197,112,2.3,84,0.5523
STN-01,14-01-2021 07:00,1.7,207,115,3.9,83.1,0.6276
STN-01,14-01-2021 08:00,1.3,247,122,4,79,0.5947
STN-01,14-01-2021 09:00,1.5,326,158,6.1,68.8,0.5551
STN-01,14-01-2021 10:00,1.8,293,164,8.5,61.5,0.5182
STN-01,14-01-2021 11:00,2.5,316,159,9.9,60.8,0.5541
STN-01,14-01-2021 12:00,3.4,380,177,11.3,50.3,0.4553
STN-01,14-01-2021 13:00,3.5,353,149,13.5,51.6,0.5211
STN-01,14-01-2021 14:00,3.7,382,146,14.7,51.6,0.5573
STN-01,14-01-2021 15:00,3.2,334,146,16.1,,0.5327
STN-01,14-01-2021 16:00,3.2,338,,16.7,45.9,0.5508
STN-01,14-01-2021 17:00,4.1,439,188,14.4,50.8,0.5532
STN-01,14-01-2021 18:00,4.5,461,199,13.1,48.8,0.5254
STN-01,14-01-2021 19:00,4.1,435,193,13,49.4,0.5281
STN-01,14-01-2021 20:00,4.3,568,217,11,57.4,0.58
STN-01,14-01-2021 21:00,2.8,424,174,11.5,51.2,0.5724
STN-01,14-01-2021 22:00,2.7,415,160,11.8,57.6,0.6499
STN-01,14-01-2021 23:00,3,470,186,11.6,58.8,0.6522
STN-01,15-01-2021 00:00,3,444,164,11.9,60.5,0.7304
STN-01,15-01-2021 01:00,1.7,278,,11.3,74.5,0.8758
STN-01,15-01-2021 02:00,0.7,195,87,9.6,75.8,0.8318
STN-01,15-01-2021 03:00,0.6,208,95,7.3,81.3,0.7976
STN-01,15-01-2021 04:00,0.7,163,68,7.4,83.2,0.8504
STN-01,15-01-2021 05:00,1.1,187,79,7.3,78.3,0.8063
STN-01,15-01-2021 06:00,1.2,242,,5.7,82.1,0.7828
STN-01,15-01-2021 07:00,2.6,331,106,7,78.6,0.7463
STN-01,15-01-2021 08:00,3.9,485,145,8.4,73.4,
STN-01,15-01-2021 09:00,3.9,495,138,10.9,72.9,0.8445
STN-01,15-01-2021 10:00,4.2,484,166,13.1,65.2,0.8102
STN-01,15-01-2021 11:00,3.5,481,174,14.2,63.2,0.7759
STN-01,15-01-2021 12:00,3.5,481,174,14.2,63.2,0.7759
STN-01,15-01-2021 13:00,,358,130,14.6,63,0.7737
STN-01,15-01-2021 14:00,1.4,322,106,14.4,61.4,0.7431
STN-01,15-01-2021 15:00,0.9,297,95,15.8,56.6,0.7655
STN-01,15-01-2021 16:00,1.4,340,102,14.1,63,0.7722
STN-01,15-01-2021 17:00,1.2,326,131,14.2,58.3,0.7247
STN-01,15-01-2021 18:00,1.9,400,142,12.6,65.7,0.8036
STN-01,15-01-2021 19:00,2.3,490,169,11.4,68.4,0.8023
STN-01,15-01-2021 20:00,2.5,448,154,8.8,69.6,0.74
STN-01,15-01-2021 21:00,1.6,486,159,7.5,73.2,0.7195
STN-01,15-01-2021 22:00,0.7,386,135,5.3,74.7,0.6622
STN-01,15-01-2021 23:00,1.7,481,147,6.8,75.6,0.7066
STN-01,16-01-2021 00:00,2.8,653,168,8.4,82.5,0.7856
STN-01,16-01-2021 01:00,2.5,690,159,7.8,88.8,0.8647
STN-01,16-01-2021 02:00,2.1,609,149,6.1,87.7,0.8015
STN-01,16-01-2021 03:00,1.3,572,141,5.2,89.7,0.8045
STN-01,16-01-2021 04:00,1.3,518,97,5.4,93.2,0.8597
STN-01,16-01-2021 05:00,1.7,576,115,5,99,0.9119
STN-01,16-01-2021 06:00,1.7,604,,3.7,99,0.8527
STN-01,16-01-2021 07:00,2.7,732,161,2.6,99,0.797
STN-01,16-01-2021 08:00,4.5,923,208,,99,0.8028
STN-01,16-01-2021 09:00,3.8,843,207,5.6,91.6,0.7789
STN-01,16-01-2021 10:00,3.8,855,234,8.1,81.8,0.7511
STN-01,16-01-2021 11:00,3,741,211,8.9,82.8,0.7799
STN-01,16-01-2021 12:00,2.9,696,208,11.2,78.6,0.7864
STN-01,16-01-2021 13:00,2.7,600,193,12.5,76,0.789
STN-01,16-01-2021 14:00,2.4,515,170,14.3,70.1,0.7907
STN-01,16-01-2021 15:00,3.3,582,181,14.9,70.1,0.804
STN-01,16-01-2021 16:00,,715,201,15.4,76,0.882
STN-01,16-01-2021 17:00,4.9,679,213,15.6,74.5,0.9171
STN-01,16-01-2021 18:00,4.8,680,225,12.2,76.3,0.8585
STN-01,16-01-2021 19:00,4,495,,11.4,73.5,0.8701
STN-01,16-01-2021 20:00,3.6,407,189,8.8,75.5,0.8546
STN-01,16-01-2021 21:00,3,375,178,9.2,74.2,0.8565
STN-01,16-01-2021 22:00,2,265,,8.1,75.7,0.8393
STN-01,16-01-2021 23:00,1.9,263,155,8,77.6,0.8502
STN-01,17-01-2021 00:00,,355,156,6.9,83.7,0.8942
